"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
1719,"Gouin","Sortie A-13 (int.Est) Pitfield","Pierrefonds - Roxboro",284476.84,5040919
1720,"Gouin","Lalande","Pierrefonds - Roxboro",283065.5,5040556
1722,"Anselme-Lavigne","Saint-Jean","Pierrefonds - Roxboro",277505.1,5038693.59
1723,"Saint-Charles","3933 Accès Rona","Pierrefonds - Roxboro",276085.09,5035772
1724,"Champlain","Hôpital Douglas","Verdun",297542.84,5033694
1725,"Gaétan-Laberge","Bretelle A-15","Verdun",300072.47,5036817.5
1726,"Grey","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",296485.58,5037397.53
1727,"LaSalle","Hôpital Douglas","Verdun",298611,5033487.5
1728,"Egan","LaSalle","Verdun",299490.78,5034638.5
1729,"Wellington","3500 C.d'accueil Réal-Morel","Verdun",299687.16,5036578.14
1730,"Galeries d'Anjou les","Sortie Centre-d'achats / Halles","Anjou",299673.01,5050905.96
1731,"Acadie","Salaberry","Ahuntsic - Cartierville",289514.34,5044555
1732,"Bonbardier","L-H-Lafontaine (dir.Nord)","Anjou",298479.34,5052382.48
1733,"Montagne","Wellington","Ville-Marie",300241.44,5039093.98
1734,"Larrey","L-H-Lafontaine (dir.Nord)","Anjou",297940.64,5052633.92
1735,"Ray-Lawson","Voie service A-40 Ouest","Anjou",300280.06,5052779.38
1736,"Halles Ouest des","Jean-Talon","Anjou",299290.9,5050803.72
1737,"Birnam","Sauvé","Ahuntsic - Cartierville",291888.91,5044077.04
1738,"Chemin-des-Moulins","Pierre-Dupuy int. Est","Ville-Marie",301357.2,5038834.5
1739,"L-H-Lafontaine (dir.Nord)","Yves-Prévost","Anjou",300963.64,5050850.59
1740,"Voie serv. A-40 Est","Sortie A-40 Est","Anjou",300240.84,5052627.58
1741,"Papineau","Approche Nord  Pt J.-Cartier","Ville-Marie",300334.3,5042778.8
1742,"Roi-René","Bretelle accès A-40","Anjou",300320.68,5052602.95
1743,"Dickson","Souligny","Mercier - Hochelaga - Maisonneuve",302133.06,5047586.52
1744,"Golf du","Chemin de fer","Anjou",298848.62,5054229.5
1750,"Henri-Bourassa Est","Nicolas-Josselin","Rivières-des-Prairies - Pointe-aux-Trembles",297621.31,5053131.6
1751,"Henri-Bourassa Est","Louis-Hippolyte-La Fontaine","Anjou",297199,5052746
1755,"Dollard","Saint-Patrick","LaSalle",293396.99,5033406.12
1756,"Dollard","Virage en U  Sud de St-Patrick","LaSalle",293485.78,5033295.63
1757,"Dollard","Newman","LaSalle",294252.63,5032303.23
1758,"Champlain","Dollard","LaSalle",295383.47,5031296.27
1759,"Bishop-Power","Champlain","LaSalle",296300.47,5032148.59
1760,"Newman","8600 Accès Blockbuster","LaSalle",294431.79,5032394.93
1761,"Lapierre","Newman","LaSalle",295237.31,5033287.51
1762,"Newman","7400 Accès Réno-Dépôt","LaSalle",295398.45,5033426.34
1763,"Léger","Newman","LaSalle",295494.07,5033503.23
1764,"Newman","Senkus","LaSalle",295862.8,5033809.4
1765,"Newman","6767 Accès Loblaws","LaSalle",296369.99,5034412.87
1766,"Angrignon","2221 Accès Canadian-Tire","LaSalle",296001.36,5034348.66
1767,"Angrignon","2505 Accès Dépôt à neige","LaSalle",295783.34,5034464.42
1768,"Saint-Patrick","7770 Accès garage STM","LaSalle",294150.58,5033821.75
1770,"Bishop-Power","Lasalle","LaSalle",297304.27,5031913.67
1771,"Ducas","Vérendrye de la","LaSalle",296932.08,5032940.41
1772,"Lapierre","1111 CEGEP A-Laurendeau","LaSalle",296534.1,5032816.09
1773,"Jean-Brillon","Shevchenko","LaSalle",295491.88,5032364.61
1779,"Dollard","Piste cyclable Pont Latour","LaSalle",295284.28,5031391.5
1792,"Métropolitain Nord","Viau","Saint-Léonard",297391.29,5048524.3
1793,"Lacordaire","Métropolitain Nord","Saint-Léonard",297812.24,5049187.32
1799,"Saint-Pierre","Sortie A-20 (int. Nord)","Lachine",293257.62,5033704.44
1811,"La Vérendrye","Trinitaires","Sud-Ouest",297554.81,5033933
1823,"Maisonneuve","Saint-Dominique","Ville-Marie",299729.47,5041238.5
1867,"Fernand-Gauthier","Perras","Rivières-des-Prairies - Pointe-aux-Trembles",296725.06,5055022.21
1869,"Coloniale","Rachel","Plateau Mont-Royal",298484.81,5042115.58
1906,"Boyer","Villeray","Villeray - Saint-Michel - Parc-Extension",295411.2,5045022.07
1941,"Émile-Nelligan","Laurentien","Ahuntsic - Cartierville",287451.4,5043247
1942,"Jean-Talon","Saint-Dominique","Villeray - Saint-Michel - Parc-Extension",295631.59,5043925
2008,"Bennett","Hochelaga","Mercier - Hochelaga - Maisonneuve",301270.13,5046361.65
2021,"Christophe-Colomb","Henri-Gauthier 30 m au Nord","Ahuntsic - Cartierville",294504.07,5045936
2028,"Cathédrale","Notre-Dame","Ville-Marie",299899.55,5039557.06
2039,"Maisonneuve","Prud'Homme","Côte-des-Neiges - Notre-Dame-de-Grâce",296462.79,5036938.36
2047,"Berri","De La Gauchetière","Ville-Marie",300413.66,5041458.52
2076,"Querbes","Van-Horne","Outremont",296053.98,5042655.26
2086,"20e Avenue","Beaubien","Rosemont - Petite-Patrie",298482.03,5045808.86
2151,"Hochelaga","Joliette","Mercier - Hochelaga - Maisonneuve",300785,5045213
2167,"Garnier","Saint-Grégoire","Plateau Mont-Royal",297986.79,5043992.09
2179,"Saint-Jacques","Sortie A-20 (int. Nord)","Lachine",293008.82,5033593.19
2190,"Jean-Talon","Viau","Saint-Léonard",298205.35,5048339.5
2232,"Parc","Pins","Plateau Mont-Royal",298695.26,5041304.3
2303,"Chomedey","Maisonneuve","Ville-Marie",298241.04,5039087.6
2363,"Côte-des-Neiges","Swail","Côte-des-Neiges - Notre-Dame-de-Grâce",295407.31,5039502.83
2371,"Assomption","Sapins des","Rosemont - Petite-Patrie",300122.11,5048170.28
2376,"Kent","Victoria","Côte-des-Neiges - Notre-Dame-de-Grâce",293963.38,5039441.84
2386,"Bellechasse","Louis-Hémon","Rosemont - Petite-Patrie",297774.29,5045051.59
2410,"Chabanel","Parc","Ahuntsic - Cartierville",292714.72,5044270.75
2435,"Beaubien","Saint-Dominique","Rosemont - Petite-Patrie",296374.71,5043445.08
2437,"Saint-André","Saint-Antoine","Ville-Marie",300700.69,5041575
2465,"Cartier","Sainte-Catherine","Ville-Marie",300757.73,5042597.36
2479,"Maurice-Duplessis","Saint-Jean-Baptiste","Rivières-des-Prairies - Pointe-aux-Trembles",301537.34,5057714.55
2656,"Saint-André","Viger","Ville-Marie",300642,5041613.5
2699,"Chemin du Golf","Gouin","Ahuntsic - Cartierville",286915.64,5043106.33
2773,"Henri-Julien","Jarry","Villeray - Saint-Michel - Parc-Extension",294651.81,5044607.11
2796,"Henri-Bourassa","Métropolitain Est","Rivières-des-Prairies - Pointe-aux-Trembles",303545.08,5057898.56
2815,"Ozias-Leduc","Perras","Rivières-des-Prairies - Pointe-aux-Trembles",295832.53,5054164.6
2850,"Clark","Maisonneuve (int. Nord)","Ville-Marie",299600.9,5041181.97
2869,"Commune de la","McGill","Ville-Marie",300668.93,5039874.43
2901,"Maurice-Duplessis","Pierre-Baillargeon","Rivières-des-Prairies - Pointe-aux-Trembles",298833.28,5055715.57
2947,"Acadie","d'Anvers","Villeray - Saint-Michel - Parc-Extension",293793,5043198
2964,"Boyer","Jarry","Villeray - Saint-Michel - Parc-Extension",295003.95,5045283.3
2973,"Mentana","Saint-Joseph","Plateau Mont-Royal",298154,5043265
3007,"Saint-Denis","Sauvé","Ahuntsic - Cartierville",292552.4,5045586.75
3028,"Bercy","Rouen","Ville-Marie",300520,5043998
3046,"Côte-Sainte-Catherine","Davaar","Outremont",296152.98,5041593.53
3052,"Mentana","Rachel","Plateau Mont-Royal",298914,5042775
3060,"Boyer","Saint-Zotique","Rosemont - Petite-Patrie",296544.7,5044304.58
3064,"Crescent","Sherbrooke","Ville-Marie",298595.82,5039897
3097,"Belgrave","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",296020,5036189
3165,"Collège","Décarie","Saint-Laurent",291121.35,5041071.4
3231,"Assomption","Marseille","Mercier - Hochelaga - Maisonneuve",301235.39,5047647.55
3308,"Industriel","Pie-IX","Montréal-Nord",294661.28,5049342.44
3329,"Bernard","Outremont","Outremont",296245.72,5042151.48
3443,"Bélanger","Langelier","Saint-Léonard",299521.68,5050045.59
3471,"Bloomfield","Van-Horne","Outremont",295968.28,5042527.5
3473,"Jean-d'Estrées / Murray","Notre-Dame","Ville-Marie",299817,5039377
3527,"Papineau","Ville-Marie","Ville-Marie",301076.76,5042279.87
3628,"Chabanel","Jeanne-Mance","Ahuntsic - Cartierville",292772.39,5044409.99
3636,"Chambord","Saint-Joseph","Plateau Mont-Royal",298362,5043580.8
3686,"Stuart","Van-Horne","Outremont",295768.77,5042199.5
3720,"Beaubien","De Gaspé","Rosemont - Petite-Patrie",296449.21,5043560.08
3743,"Albani","Beaubien","Mercier - Hochelaga - Maisonneuve",299899.13,5049394.83
3757,"Clarence-Gagnon","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303168.06,5047844
3803,"Mont-Royal","Resther","Plateau Mont-Royal",298433.32,5042851.59
3853,"Bélanger","Boyer","Rosemont - Petite-Patrie",296276.2,5044474.08
3936,"Bélanger","Chatelain","Mercier - Hochelaga - Maisonneuve",298981.27,5048896.07
3944,"16 e Avenue","Rosemont","Rosemont - Petite-Patrie",298750.5,5046299.57
3983,"Bannantyne","Église de l'","Verdun",298883.32,5035917.72
4005,"55 e Avenue","François-Cusson","Lachine",287363.86,5035115
4032,"Montigny","Saint-Urbain","Ville-Marie",299620.35,5041057.43
4081,"McGill","William & Place Youville","Ville-Marie",300405.16,5039994
4123,"Henri-Julien","Pins des","Plateau Mont-Royal",299119.73,5041994.22
4175,"Carillon","Notre-Dame","Sud-Ouest",297362.6,5036541
4320,"Bellechasse","Boyer","Rosemont - Petite-Patrie",297061.91,5043974.32
4323,"Chabanel","Saint-Urbain","Ahuntsic - Cartierville",292930.66,5044791.24
4387,"Brennan","Nazareth","Ville-Marie",300521.84,5039419.5
4426,"Langelier","Métropolitain Sud","Saint-Léonard",298737.97,5050366.22
4427,"Musée","Sherbrooke","Ville-Marie",298583.7,5039879.14
4479,"Henri-Bourassa O / Hymus","Sortie voie service A-40 dir.E","Saint-Laurent",284025.91,5038692.5
4481,"Angrignon / Trinitaires des","Newman","LaSalle",296219.69,5034207.19
4510,"Gouin","9650 Ouest Gare Sunnybrooke","Pierrefonds - Roxboro",282576.4,5040554.69
4582,"Durocher","Van Horne","Outremont",296096.41,5042722
4643,"Cartier","René-Lévesque","Ville-Marie",300958.86,5042462.08
4672,"Notre-Dame","Station Chemin de la(face IGA)","Sud-Ouest",298257.95,5037580.06
4714,"Papineau","Approche Sud. P J.-Cartier","Ville-Marie",300407,5042731
4731,"Jarry","Provencher","Saint-Léonard",296928.25,5048183
4794,"Acadie","Ogilvy","Villeray - Saint-Michel - Parc-Extension",294816,5042762
4813,"Duke","Notre-Dame","Ville-Marie",300014.85,5039856.22
4852,"Jarry","Langelier","Saint-Léonard",298432.09,5050555.08
5006,"Bellechasse","Saint-Laurent","Rosemont - Petite-Patrie",296570.85,5043218.2
5229,"Pie-IX","Prieur","Montréal-Nord",294300.6,5049826.34
5268,"Bernard","Bloomfield","Outremont",296337.82,5042297.35
5331,"Masson","Molson","Rosemont - Petite-Patrie",298764.11,5044914.37
5371,"Beaubien","Boyer","Rosemont - Petite-Patrie",296814.8,5044131.58
5479,"Inspecteur","Saint-Maurice","Sud-Ouest",299970.26,5039674
5643,"Albani","Rosemont","Mercier - Hochelaga - Maisonneuve",300329,5049189
5653,"Van-Horne","Wiseman","Outremont",295816.81,5042279.5
5721,"Crowley","Décarie","Côte-des-Neiges - Notre-Dame-de-Grâce",296644.09,5036930.37
5725,"Lacordaire","Saint-Zotique","Saint-Léonard",299406.6,5049084
5770,"10 e Avenue","Notre-Dame","Lachine",291294.38,5032790
5843,"Fleury","Pie-IX","Montréal-Nord",294458.43,5049613.17
5852,"Laurier","Querbes","Outremont",297161.09,5041952
5855,"Nazareth","Ottawa","Sud-Ouest",300295.51,5039601.39
5914,"Fleury","Saint-Michel","Montréal-Nord",293595.61,5048871.75
5923,"Mill","Riverside","Ville-Marie",300765,5039004
5979,"Albert-Hudon","Maurice-Duplessis","Montréal-Nord",296029.57,5053169.23
6044,"Jean-Talon","Lacordaire","Saint-Léonard",298503.2,5049249.49
6152,"Edouard-Montpetit","Vincent-d'Indy","Outremont",296033.7,5041145.47
6155,"Charlevoix","Rufus-Rockhead","Sud-Ouest",299046.91,5037900.3
6189,"Carlton","Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",294338.46,5040196.7
6207,"Forest","Pie-IX","Montréal-Nord",294372.7,5049728.58
6283,"Clark","Montigny","Ville-Marie",299670.13,5041138.18
6379,"De Contrecoeur","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302766.43,5052437.26
6414,"Henri-Bourassa","O'Brien","Saint-Laurent",289355.23,5042981.66
6469,"Monk","Notre-Dame","Sud-Ouest",296974.6,5036300.5
6510,"Gouin","Lacordaire","Montréal-Nord",294415.06,5053252.5
6602,"Angrignon","Saint-Patrick","LaSalle",295070,5034634.99
6735,"Langelier","Métropolitain Nord","Saint-Léonard",298642.72,5050428
6736,"Jean-Talon","Langelier","Saint-Léonard",298943.38,5050240
6823,"Langelier","Maurice-Duplessis","Montréal-Nord",295845.85,5053031.9
6856,"Outremont","Van-Horne","Outremont",295877.31,5042384.5
6919,"Lajoie","Outremont","Outremont",296099.34,5042244
6940,"Henri-Bourassa","Langelier","Montréal-Nord",296381.79,5052312.65
7039,"Gouin","Langelier","Montréal-Nord",295131.83,5053995.86
7078,"Érables","Saint-Joseph","Plateau Mont-Royal",298802.57,5044242.1
7084,"Côte-Sainte-Catherine","Laurier","Outremont",297053.22,5041793.5
7148,"Côte-Sainte-Catherine","Stuart","Outremont",296505.72,5041716.05
7149,"Bélanger","Lacordaire","Saint-Léonard",299135.74,5049212.05
7157,"Côte-Sainte-Catherine","Saint-Joseph","Outremont",297228.44,5041806.5
7164,"Fleury","Récollets des","Montréal-Nord",294294.58,5049493.47
7195,"Beaubien","Galeries d'Anjou les","Anjou",300401.43,5050581.93
7196,"Cavendish","Thimens","Saint-Laurent",288672.99,5040270.3
7197,"Marcel-Laurin","Saint-Louis","Saint-Laurent",290947.38,5040506
7198,"Bégin","Thimens","Saint-Laurent",287982.51,5039521.28
7200,"Félix-Leclerc","Henri-Bourassa","Saint-Laurent",286459.23,5041110.72
7201,"Henri-Bourassa","Thimens","Saint-Laurent",285973.69,5040611.73
7202,"Poirier","Thimens","Saint-Laurent",287283.54,5039458.47
7205,"Dollard","Vérendrye de la","LaSalle",295241.28,5031492.5
7206,"Patricia","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",293752.84,5035047.06
7207,"Métropolitain Nord","Provencher","Saint-Léonard",297092.62,5047997
7208,"Métropolitain Sud","Provencher","Saint-Léonard",297132.4,5047969
7210,"Jean-Milot","Newman","LaSalle",293878.66,5032117
7211,"Côte-des-Neiges","4595 (accès cimetière)","Côte-des-Neiges - Notre-Dame-de-Grâce",296303.4,5039561
7216,"Dickson","Ontario","Mercier - Hochelaga - Maisonneuve",302427,5047481
7276,"7e Avenue","Sherbrooke","Rivières-des-Prairies - Pointe-aux-Trembles",303653.42,5055718.54
7300,"13ème Avenue","Notre-Dame","Rivières-des-Prairies - Pointe-aux-Trembles",305580.7,5055711.08
7708,"83e avenue","Antoine-Chaudillon/Notre-Dame","Rivières-des-Prairies - Pointe-aux-Trembles",305652.86,5061181.67
7712,"Arcade","Saint-Laurent","Plateau Mont-Royal",296713.51,5043116.52
7721,"Assomption","Jean-Talon","Saint-Léonard",298493.09,5049037
7733,"Atwater","Henri-Duhamel / Joseph","Verdun",299201.88,5036940.03
7782,"Beaubien","Roseraies des","Anjou",300505.28,5050754.22
7821,"Beaufort de","Bélanger","Anjou",299804.73,5050671.88
7823,"Bélanger","Daveluy","Saint-Léonard",299482.16,5049872.5
7824,"Bélanger","Dumesnil","Saint-Léonard",299424.41,5049725.5
7825,"Bélanger","Galeries d'Anjou les","Anjou",299870.73,5050812.89
7826,"Bélanger","Halles des","Anjou",299775.9,5050630.55
7828,"Bélanger","Valdombre","Saint-Léonard",299240.97,5049383.75
8190,"Côte-Sainte-Catherine","Vincent-d'Indy","Outremont",295776.34,5041319.5
8195,"Claude-Champagne","Côte-Sainte-Catherine","Outremont",295960.41,5041457.5
8201,"Côte-Sainte-Catherine","Maplewood / Villeneuve","Outremont",297420.41,5041778
8204,"Côte-Sainte-Catherine","McEachran","Outremont",296284.79,5041644.66
8205,"Côte-Sainte-Catherine","McNider","Outremont",297529.94,5041763.5
8206,"Côte-Sainte-Catherine","Outremont","Outremont",296826.66,5041771.5
8256,"Côte-Vertu","Décarie","Saint-Laurent",290519.64,5041608.28
8257,"Décarie","Decelles","Saint-Laurent",290698.4,5041448.39
8258,"Décarie","Dion","Saint-Laurent",291589.3,5040623.8
8260,"Décarie","Église","Saint-Laurent",290857.91,5041304.8
8263,"Décarie","Saint-Louis","Saint-Laurent",291318.22,5040908.64
8335,"Ducharme","McEachran","Outremont",295525.69,5042146.5
8458,"Filion","Henri-Bourassa","Saint-Laurent",289584.88,5043111.5
8481,"Cobourg","Fleury","Montréal-Nord",293876.11,5049144
8483,"Fleury","Lausanne","Montréal-Nord",293738.13,5048992.5
8490,"Fleury","Saint-Vital","Montréal-Nord",293967.28,5049251.5
8548,"Galt","Wellington","Verdun",299551.91,5035777.5
8549,"Bannantyne","Galt","Verdun",298875.72,5035820.5
8551,"Champlain","Galt","Verdun",298594.72,5035838.46
8553,"Galt","LaSalle","Verdun",299875.78,5035758.5
8554,"Galt","Verdun","Verdun",299214.34,5035799
8604,"Gouin","Saint-Michel","Montréal-Nord",292960.81,5049441.13
8610,"Alexander","Gouin","Pierrefonds - Roxboro",283012.88,5040532.5
8616,"Audoin","Gouin","Montréal-Nord",292959.75,5049749.71
8623,"Belleville de","Gouin","Montréal-Nord",293038.75,5050038.27
8638,"Gouin","Centre-Commercial","Pierrefonds - Roxboro",280789,5041267.47
8649,"Dollard","Gouin","Pierrefonds - Roxboro",281978.69,5040734.5
8674,"Gouin","Hortie","Pierrefonds - Roxboro",283391.69,5040769.5
8679,"Archevêque l'","Gouin","Montréal-Nord",293967.05,5051738.84
8692,"Boulevard le","Gouin","Pierrefonds - Roxboro",281038.51,5041200.54
8696,"Gouin","Sunnybrooke / Lucerne","Pierrefonds - Roxboro",282440.94,5040596.5
8699,"Gouin","Meighen","Pierrefonds - Roxboro",280278.06,5041265.7
8707,"Gouin","Orléans","Pierrefonds - Roxboro",283531.41,5040848.5
8714,"Gouin","Pierrefonds","Pierrefonds - Roxboro",279875.61,5041128.25
8732,"Gouin","Saint-Jean","Pierrefonds - Roxboro",277216.26,5039356.66
8742,"Gouin","Sainte-Gertrude","Montréal-Nord",294003.74,5052063.44
8743,"Gouin","Sainte-Suzanne","Pierrefonds - Roxboro",283198.38,5040647.5
8747,"Gouin","Sources des","Pierrefonds - Roxboro",279665.97,5041010.92
8752,"Gouin","Wilfrid","Pierrefonds - Roxboro",283763.41,5040893
8755,"2 e Rue","Gouin","Pierrefonds - Roxboro",281368.5,5041014
8757,"4 e Avenue","Gouin","Pierrefonds - Roxboro",280509.32,5041259.15
8768,"Grandes-Prairies","Lacordaire","Saint-Léonard",296066.99,5051030.64
8771,"Grandes-Prairies","Pascal-Gagnon","Saint-Léonard",296936.5,5052094
8772,"Grandes-Prairies","Le Prado","Saint-Léonard",296274.69,5051315
8777,"Grandes-Prairies","Viau","Saint-Léonard",295590.22,5050049
8788,"Grenet","Henri-bourassa","Saint-Laurent",288723.88,5042591.5
8792,"Grenet","Laval","Saint-Laurent",288858.09,5042489.5
8794,"Grenet","Poirier","Saint-Laurent",289295.88,5042103.91
8796,"Grenet","Tassé","Saint-Laurent",289803.63,5041631.52
8797,"Grenet","Thimens","Saint-Laurent",289833.26,5041603
8830,"Henri-Bourassa","Saint-Michel","Montréal-Nord",293069.49,5049345.87
8831,"Henri-Bourassa","Séguin","Ahuntsic - Cartierville",292475.43,5047950.72
8832,"Henri-Bourassa","Toupin","Saint-Laurent",287586.12,5041573.12
8833,"Albert-Hudon","Henri-Bourassa","Montréal-Nord",296569.55,5052448.62
8834,"Alfred","Henri-Bourassa","Montréal-Nord",294786.97,5051558.67
8838,"Bellevois","Henri-Bourassa","Montréal-Nord",294209.11,5051281.31
8840,"Brabant-Marineau","Henri-Bourassa","Saint-Laurent",285525.98,5040149.32
8844,"Miniac de","Henri-Bourassa","Saint-Laurent",285039.07,5039649.11
8845,"Désy","Henri-Bourassa","Montréal-Nord",295645.18,5051967.48
8847,"Duchesne","Henri-Bourassa","Saint-Laurent",287738.19,5041784.5
8848,"Dutrisac","Henri-bourassa","Saint-Laurent",289738.28,5043166
8851,"Gariépy","Henri-Bourassa","Montréal-Nord",293610.73,5050551.57
8852,"Garon","Henri-Bourassa","Montréal-Nord",293812.68,5050899.82
8853,"Georges-Pichet","Henri-Bourassa","Montréal-Nord",294598.35,5051467.57
8854,"Guenette","Henri-Bourassa","Saint-Laurent",286139.28,5040776.85
8855,"Halpern","Henri-Bourassa","Saint-Laurent",284874.26,5039471.04
8860,"Henri-Bourassa","Jean-Meunier","Montréal-Nord",295158.99,5051735.29
8861,"Henri-Bourassa","Jules-Poitras","Saint-Laurent",290388.12,5043299.5
8862,"Archevêque l'","Henri-Bourassa","Montréal-Nord",294274.25,5051312.03
8863,"Henri-Bourassa","Lacordaire","Montréal-Nord",295441.32,5051870.53
8868,"Henri-Bourassa","Leblanc","Montréal-Nord",293154.96,5049633.38
8870,"Henri-Bourassa","Londres","Saint-Laurent",288954.22,5042736
8871,"Henri-Bourassa","MacQueen","Saint-Laurent",286942.32,5041352.21
8872,"Henri-Bourassa","Marette","Saint-Laurent",287098.1,5041360.81
8873,"Henri-Bourassa","Mère Anselme / Parc-Georges","Montréal-Nord",293240.17,5049886.49
8883,"Henri-Bourassa","Récollets des","Montréal-Nord",293565.39,5050472.35
8884,"Henri-Bourassa","Rolland","Montréal-Nord",296006.04,5052139.39
8885,"Henri-Bourassa","Rome de","Montréal-Nord",293417.75,5050220.6
8888,"Henri-Bourassa","Saint-Vital","Montréal-Nord",293341.75,5050091.3
8889,"Henri-Bourassa","Sainte-Colette","Montréal-Nord",295110.06,5051712.55
8890,"Henri-Bourassa","Sainte-Gertrude","Montréal-Nord",294483.79,5051412.19
8891,"Henri-Bourassa","Salk","Montréal-Nord",294916.62,5051620.45
8892,"Henri-Bourassa","Sartelon","Saint-Laurent",286792.37,5041345.8
8893,"Henri-Bourassa","Sorbonne de la","Saint-Laurent",289140.81,5042849.5
8895,"Henri-Bourassa","Valiquette","Saint-Laurent",285396.08,5040018
8896,"Henri-Bourassa","Vermandère Place","Saint-Laurent",287349.23,5041372.83
8944,"Aimé-Renaud","Jarry","Saint-Léonard",297815.13,5049598.5
8948,"Béarn du","Jarry","Saint-Léonard",298169.72,5050157
8951,"Champ d'eau","Jarry","Saint-Léonard",298750.09,5051052
8957,"Jarry","Ligneris de","Saint-Léonard",297380.53,5048905.5
8961,"Galeries d'Anjou les","Jarry","Anjou",298915.12,5051341.63
8964,"Jarry","Jean-Nicolet (Aunis)","Saint-Léonard",297422.16,5048977
8969,"Jarry","Malouin","Saint-Léonard",298015.86,5049916
8971,"Jarry","Nice","Saint-Léonard",297088.16,5048450
8973,"Jarry","Pascal-Gagnon","Saint-Léonard",298674.13,5050932.5
8976,"Jarry","Ray-Lawson","Anjou",299936.7,5052991.92
8977,"Jarry","Salette de la","Saint-Léonard",298150.22,5050125
8979,"Jarry","Viau","Saint-Léonard",297206.35,5048637.81
9006,"Jean-Rivard","Provencher","Saint-Léonard",296647.51,5048548.54
9014,"Jean-Rivard","Viau","Saint-Léonard",296954.53,5048797.1
9016,"Jean-Talon","Provencher","Saint-Léonard",297974.42,5047912.25
9019,"Buies","Jean-Talon","Saint-Léonard",298072.69,5048089.5
9021,"De Cannes","Jean-Talon","Saint-Léonard",298161,5048241
9024,"De Bellefeuille","Jean-Talon","Saint-Léonard",298862,5050112
9025,"Dollier","Jean-Talon","Saint-Léonard",298355.75,5048704
9028,"Galeries d'Anjou les","Jean-Talon","Anjou",299422.67,5051030.19
9029,"Halles Est des","Jean-Talon","Anjou",299323.3,5050853
9030,"Jean-Talon","Lisieux","Saint-Léonard",298410.56,5048834
9031,"Jean-Talon","Mainville","Saint-Léonard",298515.94,5049434.5
9032,"Jean-Talon","Michelet","Saint-Léonard",298270.47,5048495.5
9034,"Jean-Talon","Valdombre","Saint-Léonard",298640.06,5049683.5
9036,"Jean-Talon","Villanelle de la","Saint-Léonard",298743.52,5049893.16
9137,"Bombardier","Langelier","Saint-Léonard",297484.23,5051107.76
9139,"Couture","Langelier","Saint-Léonard",296950.42,5051511.54
9141,"Blainville de","Langelier","Saint-Léonard",298162.77,5050690.18
9142,"Langelier","Lotbinière de","Saint-Léonard",299235.89,5050144.61
9145,"Langelier","Lavoisier","Saint-Léonard",297188.9,5051307.59
9146,"Langelier","Léger","Montréal-Nord",295315.81,5053747.84
9149,"Langelier","Magloire","Saint-Léonard",298038.72,5050749.48
9151,"Langelier","P,-E.-Lamarche","Saint-Léonard",297769.1,5050923.72
9155,"Langelier","Robert","Saint-Léonard",297962.05,5050799.09
9182,"75 e Avenue","Airlie / Vérendrye de la","LaSalle",294611.48,5031180.81
9183,"Shevchenko","Vérendrye de la","LaSalle",296211.24,5032240.57
9185,"Lapierre","Vérendrye de la","LaSalle",296734.38,5032722.5
9271,"Davaar","Manoir","Outremont",295359.47,5042149.44
9294,"Désy","Maurice-Duplessis","Montréal-Nord",295203.58,5052560.93
9297,"Lacordaire","Maurice-Duplessis","Montréal-Nord",295027.8,5052431.02
9304,"Maurice-Duplessis","Rolland","Montréal-Nord",295516.3,5052790.25
9368,"Nazareth","Notre-Dame","Ville-Marie",299990.59,5039788.89
9402,"O'Brien","90m au nord de Henri-Bourassa","Ahuntsic - Cartierville",289279.28,5043051
9405,"Ontario","Wurtele","Ville-Marie",300873.49,5044060.6
9452,"Amiens d'","Pie-IX","Montréal-Nord",294226.68,5049925.93
9453,"Arthur-Champoux","Pie IX","Montréal-Nord",293856,5050428
9454,"Castille de","Pie-IX","Montréal-Nord",294078.1,5050127.04
9455,"Charleroi de","Pie-IX","Montréal-Nord",293931.15,5050325.02
9458,"Larin","Pie-IX","Montréal-Nord",294556.37,5049480.65
9460,"Majeau","Pie-IX","Montréal-Nord",294521.1,5049527.72
9461,"Martial","Pie-IX","Montréal-Nord",293983.46,5050254.26
9462,"Monselet","Pie-IX","Montréal-Nord",294142.77,5050039.72
9500,"Prieur","Saint-Michel","Montréal-Nord",293383.1,5049063.15
9516,"Prieur","Saint-Vital","Montréal-Nord",293808.44,5049462.5
9538,"Lionel-Groulx","Provencher","Saint-Léonard",296059.91,5049256.5
9542,"Provencher","Robert","Saint-Léonard",296363.59,5048908.5
9675,"Monselet","Saint-Michel","Montréal-Nord",293160.79,5049263.03
9676,"Mont-Joli","Saint-Michel","Montréal-Nord",293836.03,5048651.8
9680,"Clément","Saint-Patrick","LaSalle",292714,5032835
9684,"Lapierre","Saint-Patrick","LaSalle",294312.53,5033908.45
9703,"Galeries d'Anjou les","Saint-Zotique","Anjou",300156.89,5050697.35
9824,"Davaar","Van-Horne","Outremont",295624.5,5041984
9825,"Dollard","Van-Horne","Outremont",295717.51,5042129.55
9828,"Hartland","Van-Horne","Outremont",295484.13,5041760
